ResponseId,StartDate,EndDate,cpi_Direction_vision_1_The company's vision is very clear.,cpi_Direction_vision_2_I can summarize the company's vision to someone I meet.,cpi_Direction_vision_3_I feel inspired by the company's vision.,cpi_Direction_vision_4_Leaders are passionate about the company's vision.,cpi_Direction_vision_5_Leaders are guided by the company's vision.,cpi_Direction_strategy_1_I have confidence in the company's strategy.,cpi_Direction_strategy_2_I know what my company wants to achieve in the next year.,cpi_Direction_strategy_3_This company knows how to get the results it is looking for.,cpi_Direction_strategy_4_We know what our next step is for improving our capabilities.,cpi_Direction_strategy_5_Leadership effectively connects my work to the company goals.,cpi_Direction_leadership_1_I have a great deal of confidence in the leadership of this company.,cpi_Direction_leadership_2_Company leaders impact the attitude and culture of the entire company.,cpi_Direction_leadership_3_The leadership of this company is fantastic in comparison to the leadership of other organizations I've been involved with.,cpi_Direction_leadership_4_Leaders find the time to get to know the employees.,cpi_Direction_leadership_5_I have confidence in the decision making of company leaders. ,cpi_Operations_adaptability_1_We deal with the same problems again and again.*,cpi_Operations_adaptability_2_Company changes usually have a positive impact on me.,cpi_Operations_adaptability_3_People look to pass the blame when something goes wrong.*,"cpi_Operations_adaptability_4_If an issue arises, people mostly remain calm and focused.",cpi_Operations_adaptability_5_We use feedback from customers to improve our services.,cpi_Operations_performance_1_I have real time access to business i.,cpi_Operations_performance_2_My team uses performance measures (i.e. key performance indicators).,cpi_Operations_performance_3_We are recognized for our successes.,cpi_Operations_performance_4_We have a clear sense at all times whether or not we're meeting our objectives.,cpi_Operations_performance_5_We are held accountable for our performance.,cpi_Operations_systems_1_I often use 'workarounds' instead of the company's established systems.*,cpi_Operations_systems_2_It often takes too long to get the information I need.*,"cpi_Operations_systems_3_Oftentimes, I have to take care of things that shouldn't be my responsibility.*",cpi_Operations_systems_4_I know who to go to when I have concerns about our systems/processes.,cpi_Operations_systems_5_I follow the company's standardized procedures.,cpi_People_teamwork_1_Our team consistently meets our goals.,cpi_People_teamwork_2_Our work would be better if we collaborated more.,cpi_People_teamwork_3_Our skills complement each other well.,cpi_People_teamwork_4_There's a real sense that I am part of a team.,cpi_People_teamwork_5_Our company has a spirit of teamwork and cooperation.,cpi_People_talent_1_My company does a good job of hiring the right people for the right jobs.,cpi_People_talent_2_I am confident my performance affects my compensation.,cpi_People_talent_3_I get along well with my supervisor.,cpi_People_talent_4_Performance reviews are a waste of time.*,"cpi_People_talent_5_Based on my experience, the company does a great job of acclimating new employees.",cpi_People_development_1_I get helpful feedback from my supervisor on a regular basis.,cpi_People_development_2_I am consistently improving at my job.,cpi_People_development_3_People here are always willing to help me learn.,cpi_People_development_4_The company invests in employees learning new skills.,cpi_People_development_5_I have grown professionally during my time with this company.,cpi_Engagement_fit_1_My job role is always extremely clear.,cpi_Engagement_fit_2_I am very frequently overwhelmed at work.*,cpi_Engagement_fit_3_My job is a great fit for my skills and strengths.,cpi_Engagement_fit_4_I embrace the company's core values.,cpi_Engagement_fit_5_I look forward to going to work.,cpi_Engagement_customer_1_I believe in the products or services we provide.,cpi_Engagement_customer_2_I respond to customer needs as quickly as possible.,cpi_Engagement_customer_3_I build great relationships with my customers.,cpi_Engagement_customer_4_I'm disappointed if I don't meet my customers' expectations.,cpi_Engagement_customer_5_I seek feedback from customers to improve our products or services.,cpi_Engagement_climate_1_My opinions are heard and valued.,cpi_Engagement_climate_2_I am confident that leadership understands what I do.,cpi_Engagement_climate_3_I am very comfortable letting my supervisor know when I've made a mistake.,cpi_Engagement_climate_4_I trust my supervisor has my best interest in mind.,cpi_Engagement_climate_5_I feel micromanaged.*,extra_pos_positivity_1_People in my organization express genuine gratitude toward one another.,extra_pos_positivity_2_I practice mindfulness by staying in the present moment while doing my work.,extra_pos_positivity_3_People I work with generally feel optimistic about the organization's future.,extra_pos_positivity_4_People that I work with care about my happiness and well-being.,extra_pos_positivity_5_I feel inspired every day to do my best work.,"extra_sat_satisfaction_1_Taking everything into consideration, I am satisfied with my job as a whole.",extra_eff_effort_2_I am willing to put in a great deal of effort beyond what is normally expected in order to help the organization.,nps,nps_group,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,CPI_missing,CPI_tot_sd,Direction_sd,Operations_sd,People_sd,Engagement_sd,TENURE,FUNCTION,LEVEL,LOCATION,GENERATION,GENDER
279,"Jul 15, 2020 5:54:03 PM","Jul 15, 2020 6:16:57 PM",25,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,50,50,75,75,75,75,50,50,50,50,50,50,50,50,75,50,50,50,75,75,75,75,9,Promoter,51.25,45,50,51.666666666666664,58.333333333333336,35,50,50,50,50,50,50,50,55,65,55,55,60,0,12.390800784340286,14.015297764534703,0,6.454972243679028,12.198750911856663,Less than a year,Finance/IT,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Female
280,"Jul 15, 2020 5:57:47 PM","Jul 15, 2020 6:15:14 PM",75,25,25,25,0,25,25,0,0,50,0,0,25,50,25,25,50,25,25,25,50,50,25,25,50,50,25,25,50,75,50,25,50,75,25,25,50,75,50,75,75,75,50,25,75,50,25,75,75,75,50,75,75,75,75,75,75,75,75,75,50,75,25,100,100,75,100,3,Detractor,45.833333333333336,23.333333333333332,38.333333333333336,53.333333333333336,68.33333333333333,30,20,20,30,40,45,45,55,60,60,70,75,70,0,25.13085283246863,22.09287754221342,15.998511835554611,20.845234695819798,14.840420992616592,Less than a year,Finance/IT,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
281,"Jul 15, 2020 6:03:39 PM","Jul 15, 2020 6:33:24 PM",75,75,50,75,50,50,75,50,50,75,50,75,50,50,75,25,75,50,75,75,50,50,50,75,75,50,50,50,75,75,75,75,75,75,75,50,75,75,50,50,75,75,75,50,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,50,8,Passive,65.83333333333333,61.666666666666664,60,68.33333333333333,73.33333333333333,65,60,60,60,60,60,75,60,70,70,75,75,70,0,15.269415180528167,12.909944487358056,15.811388300841896,11.443442705426587,6.454972243679028,9+ years,Sales,Team Member,"Ferndale, WA",Baby Boomer (born between 1946 - 1965),Male
282,"Jul 15, 2020 6:30:25 PM","Jul 15, 2020 7:06:41 PM",25,25,25,25,25,50,50,25,25,25,25,75,50,25,25,25,50,25,50,75,25,50,50,50,50,25,25,25,75,75,75,75,75,75,50,50,50,75,25,50,75,75,100,50,75,75,50,75,50,50,75,75,100,100,100,50,75,75,100,75,75,50,50,75,50,50,75,6,Detractor,54.583333333333336,33.333333333333336,45,65,75,25,35,40,45,45,45,70,50,75,60,90,75,60,0,24.726659713447763,15.430334996209192,19.364916731037084,18.41970994032518,18.89822365046136,9+ years,Sales,Team Member,"Ferndale, WA",Baby Boomer (born between 1946 - 1965),Female
283,"Jul 15, 2020 6:49:55 PM","Jul 15, 2020 7:14:44 PM",75,75,75,75,75,75,75,75,75,75,75,100,75,100,75,75,75,100,75,75,50,75,75,75,75,100,75,75,100,75,75,75,75,75,75,50,75,100,75,50,100,100,75,100,100,75,75,75,75,75,75,75,50,75,75,75,75,100,100,50,75,100,75,75,75,75,100,10,Promoter,77.91666666666667,78.33333333333333,78.33333333333333,80,75,75,75,85,80,70,85,75,70,95,75,70,80,80,0,16.23983707972259,8.79664438186246,12.909944487358056,16.903085094570333,13.36306209562122,9+ years,Order Process & Quality,Supervisor,"Ferndale, WA",Generation X (born between 1966 - 1980),Male
284,"Jul 15, 2020 9:17:00 PM","Jul 15, 2020 9:38:34 PM",100,100,100,75,75,100,100,75,75,100,75,100,75,100,75,25,100,25,50,75,75,100,75,75,50,75,75,25,75,100,75,75,100,100,100,75,100,100,75,0,75,100,75,75,100,75,50,100,100,75,75,100,75,75,100,25,25,100,75,100,75,50,25,75,75,75,100,9,Promoter,78.33333333333333,88.33333333333333,66.66666666666667,81.66666666666667,76.66666666666667,90,90,85,55,75,70,90,70,85,80,85,65,60,0,25.7256887974807,12.909944487358056,26.163405923614178,25.81988897471611,25.81988897471611,1 - 4 years,Finance/IT,Leadership (Director and up),"Houston, TX",Generation X (born between 1966 - 1980),Male
285,"Jul 15, 2020 11:32:14 PM","Jul 15, 2020 11:42:29 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,75,25,75,75,75,75,75,75,75,25,25,25,75,75,75,75,75,75,75,75,75,75,25,75,75,75,75,75,75,75,25,75,75,50,75,50,50,50,50,75,75,75,75,25,75,75,75,50,75,75,75,7,Passive,66.25,75,58.333333333333336,71.66666666666667,60,75,75,75,55,75,45,75,65,75,60,55,65,70,0,19.354129126667484,0,24.397501823713327,12.909944487358056,18.41970994032518,Less than a year,Order Process & Quality,Team Member,Singapore,Generation Y (born between 1981 - 2000),Male
286,"Jul 15, 2020 11:33:59 PM","Jul 16, 2020 12:09:07 AM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,25,50,75,75,75,75,75,75,75,75,50,50,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,50,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,25,50,75,75,50,75,75,75,7,Passive,70.41666666666667,75,65,71.66666666666667,70,75,75,75,55,75,65,75,70,70,70,75,65,65,0,14.59458374681972,0,15.811388300841896,8.79664438186246,14.015297764534703,5 - 8 years,Finance/IT,Management,Singapore,Generation X (born between 1966 - 1980),Female
287,"Jul 15, 2020 11:51:37 PM","Jul 16, 2020 12:12:50 AM",50,75,75,50,50,75,75,50,75,75,75,50,75,75,50,75,75,50,50,75,75,75,75,50,75,100,75,50,100,100,75,75,75,100,75,75,100,50,50,75,75,100,50,50,75,75,75,100,100,75,75,100,50,75,50,75,75,75,50,25,50,75,50,75,100,50,75,9,Promoter,70.83333333333333,65,73.33333333333333,73.33333333333333,71.66666666666667,60,70,65,65,70,85,80,70,70,85,70,60,70,0,19.267218939420317,12.677313820927749,17.59328876372492,17.59328876372492,20.845234695819798,5 - 8 years,Operations,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Female
288,"Jul 16, 2020 2:22:50 AM","Jul 16, 2020 2:43:45 AM",75,75,75,75,75,75,75,50,75,75,75,75,50,75,75,25,75,75,75,100,50,50,100,100,100,25,0,25,75,75,50,100,100,100,100,75,75,100,75,75,100,100,75,75,100,100,0,100,100,100,100,100,100,100,75,75,75,75,75,75,75,25,25,50,100,100,100,9,Promoter,76.25,71.66666666666667,63.333333333333336,86.66666666666667,83.33333333333333,75,70,70,70,80,40,90,80,90,80,95,75,55,0,25.607868059073876,8.79664438186246,32.55032733358928,15.998511835554611,26.163405923614178,Less than a year,Sales,Team Member,Belgium,Baby Boomer (born between 1946 - 1965),Male
289,"Jul 16, 2020 8:54:18 AM","Jul 16, 2020 10:15:37 AM",100,100,75,75,75,100,100,75,75,75,100,75,75,100,75,25,75,25,25,50,75,75,25,75,75,75,75,25,75,50,25,75,75,75,75,75,100,100,75,50,75,100,75,25,100,75,25,100,100,100,100,100,100,75,100,75,75,100,75,50,75,100,75,75,100,75,100,8,Passive,74.16666666666667,85,55,73.33333333333333,83.33333333333333,85,85,85,40,65,60,65,80,75,80,95,75,85,0,25.32422765952599,12.677313820927749,23.528098702858006,24.028752618081374,22.493385271060934,1 - 4 years,Supply Chain,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Female
290,"Jul 16, 2020 8:23:51 AM","Jul 16, 2020 8:50:18 AM",75,75,50,50,75,75,50,50,75,50,75,75,50,75,75,50,50,50,75,75,50,50,75,75,50,25,50,75,75,75,50,75,75,75,75,75,50,75,50,50,75,75,75,75,75,75,75,75,75,75,75,100,75,75,75,50,75,75,75,75,50,25,75,75,100,75,75,9,Promoter,67.08333333333333,65,60,68.33333333333333,75,65,60,70,60,60,60,70,60,75,75,80,70,65,0,15.70328017269105,12.677313820927749,15.811388300841896,11.443442705426587,9.44911182523068,Less than a year,Sales,Team Member,Belgium,Baby Boomer (born between 1946 - 1965),NA
291,"Jul 16, 2020 8:20:38 AM","Jul 16, 2020 8:45:33 AM",75,75,75,50,50,75,75,75,75,75,75,75,50,75,75,25,75,0,25,75,75,100,75,75,75,75,75,75,75,75,25,100,75,75,75,75,75,75,25,75,75,75,75,75,75,50,25,75,75,75,100,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,8,Passive,69.16666666666667,70,65,70,71.66666666666667,65,75,70,40,80,75,70,65,75,60,80,75,70,0,20.31118539161259,10.350983390135314,26.38993314558738,19.364916731037084,15.998511835554611,5 - 8 years,Finance/IT,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
292,"Jul 16, 2020 6:02:23 AM","Jul 16, 2020 7:28:54 AM",75,75,75,75,75,50,50,75,50,75,50,75,75,50,50,25,50,25,50,75,50,50,25,25,50,50,50,25,50,75,75,75,75,75,75,50,0,100,50,75,75,75,75,50,75,50,50,75,75,75,75,100,100,100,75,75,75,100,75,75,50,75,75,50,50,75,100,6,Detractor,63.75,65,45,66.66666666666667,78.33333333333333,75,60,60,45,40,50,75,55,70,65,90,80,60,0,22.002147102692124,12.677313820927749,16.903085094570333,22.493385271060934,15.998511835554611,9+ years,Order Process & Quality,Team Member,"SARNA, Canada",Generation Y (born between 1981 - 2000),Male
293,"Jul 16, 2020 5:12:16 AM","Jul 17, 2020 12:29:00 AM",50,50,50,75,75,50,50,75,75,75,75,75,75,75,75,50,50,50,50,50,75,75,75,75,50,50,50,50,75,75,50,50,75,75,50,75,75,75,75,50,75,75,50,50,75,75,50,75,50,75,75,50,75,75,75,75,75,75,75,75,50,50,50,50,50,75,75,6,Detractor,65.41666666666667,66.66666666666667,60,65,70,60,65,75,50,70,60,60,70,65,65,70,75,50,0,14.640445882379357,12.198750911856663,12.677313820927749,12.677313820927749,10.350983390135314,1 - 4 years,Sales,Team Member,Singapore,Baby Boomer (born between 1946 - 1965),Male
294,"Jul 16, 2020 10:16:42 AM","Jul 16, 2020 10:43:12 AM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,50,25,50,100,50,50,50,50,50,75,50,25,75,75,50,50,50,50,50,50,100,100,75,50,75,75,50,50,100,75,50,75,75,75,100,100,100,100,100,50,50,75,75,75,50,75,50,50,75,100,100,10,Promoter,67.5,75,51.666666666666664,65,78.33333333333333,75,75,75,45,50,60,50,75,70,70,100,65,60,0,22.124003023485226,0,24.028752618081374,20.701966780270627,18.580583823930162,9+ years,Sales,Team Member,"New Orleans, LA",Baby Boomer (born between 1946 - 1965),Male
296,"Jul 16, 2020 10:37:11 AM","Jul 16, 2020 10:57:47 AM",100,75,100,100,100,100,100,100,100,100,100,100,100,75,100,100,75,25,100,100,50,50,75,75,100,50,75,50,100,100,100,100,100,100,100,75,100,100,50,75,75,100,100,100,100,75,75,100,100,100,100,100,50,50,100,100,100,100,100,100,75,50,75,50,100,100,100,10,Promoter,88.33333333333333,96.66666666666667,75,91.66666666666667,90,95,100,95,80,70,75,100,80,95,90,80,100,70,0,21.994880125793966,8.79664438186246,25,15.430334996209192,18.41970994032518,Less than a year,Order Process & Quality,Team Member,"Matrix (Houston, TX)",Generation Y (born between 1981 - 2000),Male
297,"Jul 16, 2020 10:59:41 AM","Jul 16, 2020 11:11:52 AM",100,50,100,100,100,100,50,75,75,75,75,75,100,50,75,100,75,75,75,75,0,0,25,25,75,75,50,75,75,75,50,75,75,75,75,75,100,100,100,50,75,75,75,100,75,100,75,100,75,100,100,75,50,100,50,75,100,100,100,100,75,75,75,75,75,100,100,10,Promoter,75.83333333333333,80,58.333333333333336,78.33333333333333,86.66666666666667,90,75,75,80,25,70,70,85,80,90,75,95,75,0,25.403715567137368,19.364916731037084,30.860669992418384,15.998511835554611,18.580583823930162,Less than a year,IsoTek Manufacturing,Team Member,"Matrix (Houston, TX)",Generation X (born between 1966 - 1980),Male
299,"Jul 16, 2020 11:40:34 AM","Jul 16, 2020 11:55:04 AM",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,0,100,0,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,Promoter,92.91666666666667,100,76.66666666666667,100,95,100,100,100,40,100,90,100,100,100,85,100,100,100,0,24.329985602931675,0,37.161167647860324,0,14.015297764534703,5 - 8 years,Sales,Team Member,"Baton Rouge, LA",Baby Boomer (born between 1946 - 1965),NA
300,"Jul 16, 2020 11:45:11 AM","Jul 16, 2020 11:58:57 AM",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,5,Detractor,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,6.350006350009525,0,0,0,0,9+ years,Supply Chain,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
302,"Jul 16, 2020 12:39:26 PM","Jul 16, 2020 1:31:58 PM",75,75,75,75,50,75,75,50,50,75,75,75,75,75,75,25,75,50,75,75,75,75,75,75,75,50,50,75,75,75,75,75,75,75,75,50,75,75,75,50,75,75,75,75,75,100,75,75,75,75,75,75,75,75,75,50,75,75,75,50,75,75,75,75,75,75,75,9,Promoter,70.41666666666667,70,66.66666666666667,71.66666666666667,73.33333333333333,70,65,75,60,75,65,75,65,75,80,75,65,75,0,14.59458374681972,10.350983390135314,15.430334996209192,8.79664438186246,11.443442705426587,9+ years,Sales,Team Member,"Baton Rouge, LA",Baby Boomer (born between 1946 - 1965),Male
303,"Jul 16, 2020 1:50:27 PM","Jul 16, 2020 2:20:13 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,50,75,75,75,50,50,75,75,75,50,50,75,75,50,75,75,75,75,50,50,75,75,75,50,75,75,75,75,75,50,75,75,75,100,100,75,75,75,75,75,75,75,75,50,75,75,75,75,75,100,9,Promoter,71.25,75,65,68.33333333333333,76.66666666666667,75,75,75,65,65,65,70,65,70,70,85,75,70,0,14.186077485370694,0,12.677313820927749,11.443442705426587,11.443442705426587,9+ years,Operations,Supervisor,"New Orleans, LA",Baby Boomer (born between 1946 - 1965),Male
305,"Jul 16, 2020 3:04:21 PM","Jul 16, 2020 3:36:28 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,100,75,75,100,100,75,75,100,100,100,100,100,100,100,75,100,100,100,50,100,100,100,100,100,75,50,100,100,100,100,100,100,75,100,75,100,100,100,50,75,75,75,75,75,75,100,8,Passive,85,75,81.66666666666667,95,88.33333333333333,75,75,75,70,85,90,100,85,100,85,95,85,75,0,18.602162637334068,0,14.840420992616592,14.015297764534703,18.580583823930162,5 - 8 years,Order Process & Quality,Supervisor,"Houston, TX",Generation Y (born between 1981 - 2000),Male
306,"Jul 16, 2020 3:36:46 PM","Jul 16, 2020 4:55:41 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,50,75,75,75,75,75,75,75,100,75,50,75,100,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,9,Promoter,74.16666666666667,75,73.33333333333333,73.33333333333333,75,75,75,75,65,75,80,75,70,75,75,75,75,75,0,12.227560176215722,0,14.840420992616592,6.454972243679028,0,5 - 8 years,Order Process & Quality,Management,"Houston, TX",Generation X (born between 1966 - 1980),Male
308,"Jul 17, 2020 8:58:08 AM","Jul 17, 2020 9:11:31 AM",75,75,50,100,25,100,100,25,25,50,50,100,50,0,0,0,50,100,0,0,0,0,0,75,75,50,25,0,100,75,50,75,25,50,0,0,0,100,50,25,50,50,100,0,100,75,25,75,75,75,75,75,75,25,50,100,100,100,100,50,0,100,0,25,50,75,75,8,Passive,52.083333333333336,55,36.666666666666664,45,71.66666666666667,65,60,40,30,30,50,40,35,60,65,60,90,35,0,36.33485075535861,35.606981658898626,39.94043183589901,36.83941988065036,24.760760046800623,5 - 8 years,Sales,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
312,"Jul 17, 2020 10:16:53 AM","Jul 17, 2020 10:35:06 AM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,50,75,75,75,75,75,75,25,50,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,25,75,75,75,75,75,75,75,8,Passive,71.25,75,66.66666666666667,73.33333333333333,70,75,75,75,65,75,60,75,70,75,70,75,65,75,0,14.186077485370694,0,15.430334996209192,6.454972243679028,14.015297764534703,1 - 4 years,Operations,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Female
313,"Jul 17, 2020 10:25:25 AM","Jul 17, 2020 5:31:48 PM",100,75,75,75,75,50,100,100,100,75,50,50,100,75,50,0,100,0,50,100,50,75,75,100,100,25,0,0,100,100,75,100,100,100,50,50,100,100,25,50,75,100,100,25,100,100,0,100,100,75,100,75,100,100,100,50,75,100,100,50,75,100,50,75,75,100,100,10,Promoter,73.33333333333333,76.66666666666667,58.333333333333336,76.66666666666667,81.66666666666667,80,85,65,50,80,45,85,65,80,75,95,75,75,0,32.67434265894833,19.970215917949506,42.956234649211225,29.072978781646974,29.072978781646974,1 - 4 years,Sales,Team Member,"Houston, TX",Generation X (born between 1966 - 1980),Female
314,"Jul 17, 2020 10:30:52 AM","Jul 17, 2020 10:52:58 AM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,25,75,75,50,50,75,50,75,75,50,50,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,50,75,75,75,50,75,75,75,75,75,75,75,10,Promoter,69.58333333333333,75,60,73.33333333333333,70,75,75,75,55,60,65,75,70,75,70,75,65,75,0,14.245119620464807,0,15.811388300841896,6.454972243679028,10.350983390135314,9+ years,Sales,Team Member,"Baton Rouge, LA",Generation X (born between 1966 - 1980),Female
318,"Jul 17, 2020 1:50:25 PM","Jul 17, 2020 4:20:07 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,50,75,75,75,75,50,50,50,75,75,50,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,100,100,100,100,100,100,100,75,75,75,75,75,75,75,75,75,100,100,100,8,Passive,75.41666666666667,73.33333333333333,66.66666666666667,73.33333333333333,88.33333333333333,75,75,70,70,60,70,70,75,75,90,100,75,80,0,15.66060122440371,6.454972243679028,12.198750911856663,6.454972243679028,12.909944487358056,9+ years,Sales,Team Member,"Baton Rouge, LA",Baby Boomer (born between 1946 - 1965),Male
320,"Jul 17, 2020 4:57:30 PM","Jul 18, 2020 1:28:51 AM",100,75,75,100,100,100,100,100,75,75,100,100,75,100,100,50,75,75,75,100,100,75,100,75,75,75,75,75,100,100,75,75,75,75,75,75,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,75,100,100,25,100,100,100,100,10,Promoter,89.16666666666667,91.66666666666667,81.66666666666667,86.66666666666667,96.66666666666667,90,90,95,75,85,85,75,85,100,100,95,95,85,0,17.893487582884486,12.198750911856663,14.840420992616592,15.998511835554611,8.79664438186246,5 - 8 years,IsoTek Manufacturing,Team Member,"Golden, CO",Generation X (born between 1966 - 1980),Male
321,"Jul 17, 2020 5:09:11 PM","Jul 17, 2020 5:41:42 PM",50,50,50,75,75,50,50,50,50,50,75,75,75,75,75,75,50,75,75,75,75,75,100,75,75,75,75,75,75,75,100,100,100,100,75,100,50,100,75,75,100,100,100,75,100,100,25,100,100,100,100,100,100,100,100,75,75,75,100,75,75,75,50,100,75,50,75,8,Passive,78.75,61.666666666666664,75,90,88.33333333333333,60,50,75,70,80,75,95,80,95,85,100,80,75,0,21.090277185870214,12.909944487358056,9.44911182523068,15.811388300841896,20.845234695819798,5 - 8 years,Sales,Management,"Joliet, IL",Generation Y (born between 1981 - 2000),Male
322,"Jul 17, 2020 5:12:15 PM","Jul 17, 2020 5:29:14 PM",50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,75,75,75,100,100,75,75,75,100,100,75,50,50,75,75,50,100,75,100,100,75,50,75,100,100,100,75,50,50,100,75,50,75,75,50,50,75,75,100,10,Promoter,66.25,51.666666666666664,56.666666666666664,78.33333333333333,78.33333333333333,55,50,50,50,50,70,85,80,70,80,90,65,65,0,21.36701961824514,6.454972243679028,14.840420992616592,18.580583823930162,20.845234695819798,5 - 8 years,Sales,Team Member,"Beaumont, TX",Generation Y (born between 1981 - 2000),Male
323,"Jul 17, 2020 5:13:14 PM","Jul 17, 2020 5:38:15 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,75,25,50,75,75,50,50,75,75,75,50,75,50,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,9,Promoter,70.41666666666667,75,60,73.33333333333333,73.33333333333333,75,75,75,50,65,65,70,75,75,70,75,75,75,0,14.59458374681972,0,18.41970994032518,6.454972243679028,6.454972243679028,1 - 4 years,Sales,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
325,"Jul 17, 2020 5:16:43 PM","Jul 17, 2020 6:12:07 PM",75,75,75,75,75,75,75,75,75,75,75,100,50,75,75,25,50,50,50,75,50,50,50,75,25,75,50,50,75,75,50,50,50,25,25,50,50,75,50,25,50,75,50,75,100,75,50,100,100,75,100,75,75,75,50,50,75,100,50,75,25,75,50,25,75,75,100,8,Passive,64.58333333333333,75,55,53.333333333333336,75,75,75,75,50,50,65,40,50,70,80,75,70,50,0,21.02625835778285,9.44911182523068,16.903085094570333,20.845234695819798,18.89822365046136,9+ years,Finance/IT,Team Member,"SARNA, Canada",Baby Boomer (born between 1946 - 1965),Female
328,"Jul 17, 2020 5:48:12 PM","Jul 17, 2020 7:41:53 PM",75,75,75,75,75,50,50,50,50,50,50,50,50,50,50,25,50,50,50,50,50,50,75,75,75,50,50,50,50,50,75,75,75,75,75,75,75,50,50,50,50,75,75,50,75,75,75,75,75,50,75,75,75,75,50,50,25,75,50,50,75,50,50,50,50,75,75,6,Detractor,60.416666666666664,58.333333333333336,53.333333333333336,66.66666666666667,63.333333333333336,75,50,50,45,65,50,75,60,65,70,70,50,55,0,15.788501302708495,12.198750911856663,12.909944487358056,12.198750911856663,15.998511835554611,1 - 4 years,Sales,Team Member,"Joliet, IL",Generation Y (born between 1981 - 2000),Female
329,"Jul 17, 2020 5:48:36 PM","Jul 17, 2020 10:39:00 PM",75,50,75,75,75,75,75,75,75,75,100,100,100,75,100,50,25,75,75,75,25,50,25,75,75,75,75,75,75,75,75,100,100,100,100,75,50,100,25,50,100,75,75,25,75,75,25,75,75,100,100,100,100,100,100,100,75,100,100,25,100,75,75,100,100,100,100,10,Promoter,75,80,61.666666666666664,75,83.33333333333333,70,75,95,60,50,75,95,60,70,70,100,80,90,0,24.970236116174686,14.015297764534703,20.845234695819798,26.72612419124244,26.163405923614178,5 - 8 years,Sales,Team Member,"Lake Charles, LA",Generation X (born between 1966 - 1980),Female
